"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1M001490","47099","WHITEHALL AT CAMINO REAL, CONDO 06","Palm Beach","6085 BALBOA CIRCLE, BOCA RATON, FL 33433-8163","24","08/07/1984","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001491","47100","WHITEHALL AT CAMINO REAL, CONDO 07","Palm Beach","6097 BALBOA CIRCLE, BOCA RATON, FL 33433-8165","24","08/07/1984","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001493","47102","WHITEHALL AT CAMINO REAL, CONDO 09","Palm Beach","6121 BALBOA CIR, BOCA RATON, FL 33433","24","08/23/1984","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001494","47103","WHITEHALL AT CAMINO REAL, CONDO 10","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33533","24","08/29/1985","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001495","47104","WHITEHALL AT CAMINO REAL, CONDO 11","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33433","24","01/01/1984","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001496","47105","WHITEHALL AT CAMINO REAL, CONDO 12","Palm Beach","6059 CAMINOL REAL, BOCA RATON, FL 33433","24","01/01/1984","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001497","47106","WHITEHALL AT CAMINO REAL, CONDO 13","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33533","24","01/01/1988","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001498","47107","WHITEHALL AT CAMINO REAL, CONDO 14","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33533","24","09/25/1985","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001499","47108","WHITEHALL AT CAMINO REAL, CONDO 15","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33533","24","10/11/1985","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001500","47109","WHITEHALL AT CAMINO REAL, CONDO 16","Palm Beach","6059 CAMINO REAL, BOCA RATON, FL 33533","24","10/17/1985","Approved","Recorded","MA00002353","WHITEHALL CONDO AT CAMINO REAL ASSN INC","","6140 BALBOA CIRCLE","BOCA RATON","FL","33433"
"PR1M001502","47111","OCEAN AT THE BLUFFS CONDO 1, A CONDO","Palm Beach","3850 S U S HIGHWAY 1, JUPITER, FL 33477-1113","30","01/31/1985","Approved","Recorded","MA00014408","OCEAN AT THE JUPITER BLUFFS CONDO ASSOCIATION, INC.","","101 OCEAN BLUFFS BLVD.#100","JUPITER","FL","33477"
"PR1M001503","47112","OCEAN AT THE BLUFFS CONDO 2","Palm Beach","3850 S U S HIGHWAY 1, JUPITER, FL 33477-1113","30","02/08/1985","Approved","Recorded","MA00014408","OCEAN AT THE JUPITER BLUFFS CONDO ASSOCIATION, INC.","","101 OCEAN BLUFFS BLVD.#100","JUPITER","FL","33477"
"PR1M001504","47113","OCEAN AT THE BLUFFS CONDO 3, A CONDO","Palm Beach","3850 S U S HIGHWAY 1, JUPITER, FL 33477-1113","30","02/15/1985","Approved","Recorded","MA00014408","OCEAN AT THE JUPITER BLUFFS CONDO ASSOCIATION, INC.","","101 OCEAN BLUFFS BLVD.#100","JUPITER","FL","33477"
"PR1M001506","47115","CONDO 10 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","04/29/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001507","47116","CONDO 11 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","05/07/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001508","47117","CONDO 12 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","05/14/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001509","47118","CONDO 13 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1, SOUTH, JUPITER, FL 33458","30","05/17/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001510","47119","CONDO 14 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","05/28/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001511","47120","CONDO 15 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","06/05/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001512","47121","CONDO 16 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","06/11/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001513","47122","CONDO 17 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","06/20/1985","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001514","47123","CONDO 18, MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1, SOUTH, JUPITER, FL 33458","30","02/13/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001516","47125","CONDO 20, MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","02/26/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001517","47126","CONDO 21, MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY ONE, JUPITER, FL 33458","30","03/05/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001518","47127","CONDO 22 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 US HWY 1 SOUTH, JUPITER, FL 33458","30","03/12/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001519","47128","CONDO 23 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY 1 SOUTH, JUPITER, FL 33458","30","03/19/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001520","47129","CONDO 24, MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY ONE, JUPITER, FL 33458","30","03/27/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001521","47130","CONDO 25 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY ONE SOUTH, JUPITER, FL 33458","30","04/03/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M001522","47131","CONDO 26 MARINA AT THE BLUFFS, A CONDO","Palm Beach","3550 U.S. HIGHWAY ONE SOUTH, JUPITER, FL 33458","30","04/11/1986","Approved","Recorded","MA00010663","MARINA AT THE BLUFFS CONDO ASSN INC","","1550 MARINA ISLE WAY","JUPITER","FL","33477"
"PR1M007672","48101","WOODGATE CONDO 1","Broward","633 WOODGATE CIRCLE, SUNRISE, FL 33326","5","03/06/1987","Approved","Recorded","MA00005627","WOODGATE CONDO ASSN INC","C/O JUDA ESKEW & ASSOCIATES PA","8211 W BROWARD BLVD PH1","PLANTATION","FL","33324"
"PR1M007734","48108","SOMERSET CONDO #3","Broward","2811 SOMERSET DR #3, LAUDERDALE LAKES, FL 33311-1981","72","11/01/1973","Approved","Recorded","MA70300","SOMERSET CONDO NO THREE INC","C/O DAVE MUSE","2811 SOMERSET DRIVE","LAUDERDALE LAKES","FL","33311"
"PR1M007735","48109","SOMERSET CONDO #4","Broward","2841 SOMERSET DR #4, LAUDERDALE LAKES, FL 33311-1958","72","11/01/1973","Approved","Recorded","MA70301","SOMERSET CONDO NO FOUR INC","C/O DEBORAH SOLOMON, ASSN TREASURER","2841 SOMERSET DR, APT 404","LAUDERDALE LAKES","FL","33311"
"PR1M001524","47133","CONDO 2 OF WHITEHALL OF THE VILLAGES OF PALM BEACH","Palm Beach","3521 VILLAGE BOULEVARD, WEST PALM BEACH, FL 33409-7442","24","10/29/1984","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
"PR1M001525","47134","CONDO 3 OF WHITEHALL OF THE VILLAGES OF PALM BEACH","Palm Beach","3521 VILLAGE BOULEVARD, WEST PALM BEACH, FL 33409-7442","24","11/08/1984","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
"PR1M001526","47135","CONDO 4 OF WHITEHALL OF THE VILLAGES OF PALM BEACH","Palm Beach","3521 VILLAGE BOULEVARD, WEST PALM BEACH, FL 33409-7442","24","11/08/1984","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
"PR1M001527","47136","CONDO 5 OF WHITEHALL OF THE VILLAGES OF PALM BEACH","Palm Beach","3521 VILLAGE BOULEVARD, WEST PALM BEACH, FL 33409-7442","24","11/15/1984","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
"PR1M001528","47137","CONDO 6 OF WHITEHALL OF THE VILLAGES OF PALM BEACH","Palm Beach","3521 VILLAGE BOULEVARD, WEST PALM BEACH, FL 33409-7442","24","11/16/1984","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
"PR1M001529","47138","CONDO 7 WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH","Palm Beach","10358 RIVERSIDE DRIVE, PALM BEACH GARDENS, FL 33410-4216","24","01/08/1987","Approved","Recorded","MA00005010","WHITEHALL CONDO OF THE VILLAGES OF PALM BEACH LAKES","","2771 VILLAGE BOULEVARD","WEST PALM BEACH","FL","33409"
